ID,adj.P.Val,P.Value,t,B,logFC,GI,Gene.symbol,Gene.title,,,,,,,,,,,,
ILMN_1687430,0.0034672,1.36E-05,-4.6076954,2.86809,-1.55E-01,78000155,EIF2B4,eukaryotic,translation,initiation,factor,2B,subunit,delta,,,,,,
ILMN_1667561,0.0036706,1.60E-05,4.56614895,2.8492,2.83E-01,308193305,IFRD1,interferon,related,developmental,regulator,1,,,,,,,,
ILMN_2225974,0.0036706,1.61E-05,4.56430895,2.83812,2.20E-01,821325132,GCLM,glutamate-cysteine,ligase,modifier,subunit,,,,,,,,,
ILMN_2052891,0.0036706,1.60E-05,4.56607396,2.8325,2.44E-01,325121002,PKD2,polycystin,"2,",transient,receptor,potential,cation,channel,,,,,,
ILMN_1680132,0.0036706,1.64E-05,4.55967269,2.82282,5.09E-01,148664189,CADM1,cell,adhesion,molecule,1,,,,,,,,,
ILMN_1679771,0.0036706,1.59E-05,-4.56687599,2.82126,-4.38E-01,196259826,C2orf68,chromosome,2,open,reading,frame,68,,,,,,,
ILMN_1658053,0.0035599,1.49E-05,4.58403542,2.81684,2.41E-01,528524490,DYNLRB1,dynein,light,chain,roadblock-type,1,,,,,,,,
ILMN_1652436,0.0033201,1.24E-05,-4.63079271,2.80849,-1.56E-01,NA,,,,,,,,,,,,,,
ILMN_1752967,0.0035599,1.50E-05,-4.58283998,2.80452,-1.82E-01,333033795,DHPS,deoxyhypusine,synthase,,,,,,,,,,,
ILMN_1694041,0.0036706,1.65E-05,4.55836469,2.79411,1.63E-01,299782540,PDCL,phosducin,like,,,,,,,,,,,
ILMN_1748476,0.0036706,1.58E-05,4.56977804,2.79067,5.00E-01,953514559,NOP58,NOP58,ribonucleoprotein,,,,,,,,,,,
ILMN_1719656,0.0036879,1.66E-05,4.55595833,2.77455,3.58E-01,222080063,MRPL38,mitochondrial,ribosomal,protein,L38,,,,,,,,,
ILMN_1730961,0.0035479,1.42E-05,-4.59724236,2.76942,-1.80E-01,NA,,,,,,,,,,,,,,
ILMN_1694847,0.0037261,1.74E-05,4.54382536,2.76281,3.01E-01,189409141,TERF1,telomeric,repeat,binding,factor,1,,,,,,,,
ILMN_1771149,0.0037261,1.77E-05,4.54038928,2.75727,3.62E-01,94557304,MRPL19,mitochondrial,ribosomal,protein,L19,,,,,,,,,
ILMN_1661424,0.0037261,1.77E-05,-4.53947629,2.75311,-2.01E-01,960513883,THAP6,THAP,domain,containing,6,,,,,,,,,
ILMN_1812482,0.0033525,1.27E-05,-4.62544385,2.75264,-1.07E-01,NA,,,,,,,,,,,,,,
ILMN_1747934,0.0037261,1.76E-05,-4.54136742,2.75251,-2.33E-01,283135174,ISYNA1,inositol-3-phosphate,synthase,1,,,,,,,,,,
ILMN_1664833,0.0036706,1.63E-05,4.56105722,2.74812,2.78E-01,169658385,MRPL50,mitochondrial,ribosomal,protein,L50,,,,,,,,,
ILMN_1774589,0.0035599,1.48E-05,4.58674402,2.74774,1.76E-01,229892325,IQCC,IQ,motif,containing,C,,,,,,,,,
ILMN_2155998,0.0036706,1.57E-05,4.57045564,2.73416,3.07E-01,422398835,PSMD6,proteasome,26S,"subunit,",non-ATPase,6,,,,,,,,
ILMN_1671516,0.003731,1.78E-05,4.5380134,2.71437,5.85E-01,40068058,CIR1,corepressor,interacting,with,"RBPJ,",1,,,,,,,,
ILMN_1654861,0.0037261,1.77E-05,4.540155,2.7133,2.48E-01,46411160,ACO2,aconitase,2,,,,,,,,,,,
ILMN_1846732,0.0035599,1.49E-05,-4.58448868,2.70651,-1.17E-01,19584471,,,,,,,,,,,,,,
ILMN_1664522,0.0034672,1.37E-05,-4.6058506,2.6998,-1.18E-01,665821301,SRSF10,serine,and,arginine,rich,splicing,factor,10,,,,,,
ILMN_1676978,0.0035559,1.44E-05,4.59402227,2.69518,1.12E-01,315075274,SNX15,sorting,nexin,15,,,,,,,,,,
ILMN_1801156,0.0037578,1.80E-05,4.53478162,2.68595,2.15E-01,157671948,RLF,rearranged,L-myc,fusion,,,,,,,,,,
ILMN_1741259,0.0037578,1.84E-05,4.52948136,2.68157,1.75E-01,NA,,,,,,,,,,,,,,
ILMN_1751692,0.0037701,1.89E-05,-4.5229423,2.68022,-1.97E-01,115494999,ZNF17,zinc,finger,protein,17,,,,,,,,,
ILMN_1791525,0.0035599,1.50E-05,-4.58217382,2.66114,-1.20E-01,NA,,,,,,,,,,,,,,
ILMN_1773968,0.0037261,1.76E-05,-4.54091064,2.65924,-1.99E-01,66346680,SERBP1,SERPINE1,mRNA,binding,protein,1,,,,,,,,
ILMN_1859908,0.0038225,1.97E-05,-4.51229583,2.65834,-3.02E-01,19116194,TRAPPC2L,trafficking,protein,particle,complex,2,like,,,,,,,
ILMN_2398489,0.0038176,1.95E-05,4.51472195,2.65138,2.65E-01,532524979,SIGMAR1,sigma,non-opioid,intracellular,receptor,1,,,,,,,,
ILMN_1826807,0.003559,1.45E-05,-4.59176478,2.6513,-1.16E-01,4436260,,,,,,,,,,,,,,
ILMN_1734312,0.00376,1.86E-05,4.52612518,2.64869,3.34E-01,54607052,GCN1,"GCN1,",eIF2,alpha,kinase,activator,homolog,,,,,,,
ILMN_1703153,0.0037701,1.91E-05,4.52009406,2.64143,2.17E-01,190358483,GLYR1,glyoxylate,reductase,1,homolog,,,,,,,,,
ILMN_1747771,0.0037261,1.73E-05,-4.54605553,2.63833,-1.85E-01,661860330,MAEA,macrophage,erythroblast,attacher,,,,,,,,,,
ILMN_2271627,0.003842,2.01E-05,-4.50684194,2.63691,-1.99E-01,383792182,ATXN2L,ataxin,2,like,,,,,,,,,,
ILMN_2336109,0.0037578,1.85E-05,-4.52876644,2.63479,-2.25E-01,51173749,L3MBTL2,L3MBTL2,polycomb,repressive,complex,1,subunit,,,,,,,
ILMN_1739325,0.0038387,1.99E-05,-4.50893888,2.62565,-3.04E-01,NA,,,,,,,,,,,,,,
ILMN_1739659,0.0037578,1.84E-05,-4.52932133,2.61843,-1.81E-01,734703955,ZDHHC6,zinc,finger,DHHC-type,containing,6,,,,,,,,
ILMN_1701648,0.0037261,1.77E-05,4.54039884,2.61038,1.84E-01,226442728,KLHL15,kelch,like,family,member,15,,,,,,,,
ILMN_2222992,0.0037578,1.85E-05,4.52748237,2.60963,2.88E-01,372626411,ETF1,eukaryotic,translation,termination,factor,1,,,,,,,,
ILMN_1794068,0.0038176,1.95E-05,4.51480905,2.60402,2.44E-01,NA,,,,,,,,,,,,,,
ILMN_1886769,0.0038894,2.10E-05,-4.49549132,2.59075,-3.31E-01,34454217,,,,,,,,,,,,,,
ILMN_1752032,0.0037261,1.74E-05,-4.54485722,2.58882,-1.66E-01,NA,,,,,,,,,,,,,,
ILMN_1689246,0.0036706,1.65E-05,-4.55848775,2.5886,-9.91E-02,NA,,,,,,,,,,,,,,
ILMN_1716862,0.0037701,1.90E-05,-4.52157482,2.58345,-1.77E-01,670357732,PPM1B,protein,"phosphatase,",Mg2+/Mn2+,dependent,1B,,,,,,,,
ILMN_1849950,0.0037052,1.68E-05,-4.5535644,2.57622,-1.27E-01,5367870,,,,,,,,,,,,,,
ILMN_1900475,0.003573,1.52E-05,-4.57996325,2.57569,-8.97E-02,22477630,,,,,,,,,,,,,,
ILMN_1677843,0.0038894,2.10E-05,4.49544237,2.57445,2.21E-01,565324204,RAB24,"RAB24,",member,RAS,oncogene,family,,,,,,,,
ILMN_2186597,0.0037578,1.83E-05,-4.53149114,2.57188,-2.62E-01,312283730,RPP21,ribonuclease,P/MRP,subunit,p21,,,,,,,,,
ILMN_1790136,0.0038225,1.96E-05,-4.51321444,2.57079,-2.04E-01,1018191464,MRGBP,MRG/MORF4L,binding,protein,,,,,,,,,,
ILMN_1715969,0.003895,2.11E-05,-4.49319855,2.56619,-2.89E-01,961349566,SLC25A37,solute,carrier,family,25,member,37,,,,,,,
ILMN_1716224,0.0036706,1.61E-05,4.56381448,2.55745,1.74E-01,808688334,STARD4,StAR,related,lipid,transfer,domain,containing,4,,,,,,
ILMN_1731107,0.0038387,2.00E-05,-4.50809128,2.55139,-2.48E-01,756398270,CCDC92,coiled-coil,domain,containing,92,,,,,,,,,
ILMN_1791840,0.0039618,2.18E-05,4.4858006,2.53707,1.69E-01,46358409,RALBP1,ralA,binding,protein,1,,,,,,,,,
ILMN_1738150,0.0038894,2.07E-05,4.49842652,2.53134,5.35E-01,54792070,SUMO2,small,ubiquitin-like,modifier,2,,,,,,,,,
ILMN_1666449,0.0036706,1.62E-05,4.56195151,2.51273,1.19E-01,222144291,FAM134C,family,with,sequence,similarity,134,member,C,,,,,,
ILMN_1751846,0.0038641,2.03E-05,-4.50329737,2.5084,-1.32E-01,NA,,,,,,,,,,,,,,
ILMN_2346856,0.0040657,2.27E-05,-4.47479922,2.49451,-1.72E-01,NA,,,,,,,,,,,,,,
ILMN_1803852,0.0037701,1.91E-05,-4.52019663,2.49352,-1.72E-01,NA,,,,,,,,,,,,,,
ILMN_1657436,0.0041271,2.35E-05,4.46547414,2.49308,1.98E-01,288541309,FGFR1OP2,FGFR1,oncogene,partner,2,,,,,,,,,
ILMN_2368713,0.0041422,2.37E-05,4.46357369,2.48964,3.16E-01,NA,,,,,,,,,,,,,,
ILMN_1834190,0.0037701,1.89E-05,-4.52247656,2.48444,-1.26E-01,23541478,,,,,,,,,,,,,,
ILMN_2231242,0.0041271,2.33E-05,4.46809502,2.47995,4.20E-01,926459553,HMGB1,high,mobility,group,box,1,,,,,,,,
ILMN_2222651,0.0038641,2.03E-05,4.50368079,2.47462,1.77E-01,145275203,NAA35,N(alpha)-acetyltransferase,"35,",NatC,auxiliary,subunit,,,,,,,,
ILMN_1817022,0.0039569,2.16E-05,-4.48710623,2.47119,-1.74E-01,18792623,,,,,,,,,,,,,,
ILMN_1657886,0.0037261,1.72E-05,-4.5463989,2.46886,-1.05E-01,NA,,,,,,,,,,,,,,
ILMN_1660227,0.0040657,2.27E-05,-4.47416994,2.46055,-1.14E-01,224177505,LINC00999,long,intergenic,non-protein,coding,RNA,999,,,,,,,
ILMN_2327276,0.0038894,2.08E-05,-4.49785138,2.45601,-1.73E-01,982742422,STAU1,staufen,double-stranded,RNA,binding,protein,1,,,,,,,
ILMN_1755952,0.0037261,1.75E-05,-4.54315933,2.45279,-1.17E-01,NA,,,,,,,,,,,,,,
ILMN_1778844,0.0037578,1.85E-05,4.52749051,2.44717,1.01E-01,754169465,BRINP2,BMP/retinoic,acid,inducible,neural,specific,2,,,,,,,
ILMN_1830876,0.0037578,1.86E-05,-4.52735688,2.43728,-1.25E-01,20360946,,,,,,,,,,,,,,
ILMN_1791890,0.0042752,2.53E-05,-4.44602,2.4306,-3.24E-01,344030238,SPON1,spondin,1,,,,,,,,,,,
ILMN_1737380,0.0042752,2.54E-05,4.44481467,2.42571,1.91E-01,NA,,,,,,,,,,,,,,
ILMN_1726104,0.0042752,2.55E-05,4.44418654,2.41521,2.37E-01,111607476,ANAPC15,anaphase,promoting,complex,subunit,15,,,,,,,,
ILMN_1845874,0.0042433,2.47E-05,-4.4525657,2.40811,-1.88E-01,31583230,,,,,,,,,,,,,,
ILMN_2122176,0.0043122,2.60E-05,4.43921611,2.40081,2.01E-01,219803771,LLPH,LLP,"homolog,",long-term,synaptic,facilitation,,,,,,,,
ILMN_1689264,0.0041878,2.42E-05,-4.45797016,2.38845,-1.23E-01,269995995,GUCA1B,guanylate,cyclase,activator,1B,,,,,,,,,
ILMN_2356786,0.0041615,2.39E-05,4.46140791,2.38093,2.37E-01,346644753,ADD1,adducin,1,,,,,,,,,,,
ILMN_1676002,0.0041271,2.34E-05,-4.4670108,2.37643,-1.91E-01,1002095792,QRICH1,glutamine,rich,1,,,,,,,,,,
ILMN_1779401,0.0043726,2.69E-05,4.43048323,2.37629,2.85E-01,156071504,CHP1,calcineurin,like,EF-hand,protein,1,,,,,,,,
ILMN_1711452,0.0041878,2.42E-05,4.45788824,2.36626,1.33E-01,386869243,UEVLD,UEV,and,lactate/malate,dehyrogenase,domains,,,,,,,,
ILMN_1751028,0.0043406,2.65E-05,-4.43392476,2.3643,-1.54E-01,333360852,SERPINH1,serpin,family,H,member,1,,,,,,,,
ILMN_2119774,0.0043934,2.71E-05,-4.42809406,2.35554,-1.94E-01,62952503,CYP2R1,cytochrome,P450,family,2,subfamily,R,member,1,,,,,
ILMN_1721895,0.0038894,2.08E-05,4.49804877,2.35311,1.09E-01,NA,,,,,,,,,,,,,,
ILMN_1805812,0.0044093,2.73E-05,4.42626664,2.34696,2.35E-01,56550122,TOR1A,torsin,family,1,member,A,,,,,,,,
ILMN_1692688,0.0040366,2.23E-05,-4.47895205,2.33145,-1.02E-01,NA,,,,,,,,,,,,,,
ILMN_2322375,0.0044943,2.83E-05,4.41686444,2.32552,3.05E-01,239048296,MAFF,MAF,bZIP,transcription,factor,F,,,,,,,,
ILMN_1656415,0.0044943,2.83E-05,-4.41658227,2.32386,-1.99E-01,89903019,CDKN2C,cyclin,dependent,kinase,inhibitor,2C,,,,,,,,
ILMN_1806758,0.0038387,1.99E-05,4.50855371,2.32339,1.17E-01,38327628,C9orf85,chromosome,9,open,reading,frame,85,,,,,,,
ILMN_1724062,0.0044943,2.82E-05,4.41766136,2.31705,2.02E-01,573014797,LIN54,lin-54,DREAM,MuvB,core,complex,component,,,,,,,
ILMN_1764861,0.0045014,2.85E-05,4.41463093,2.3122,2.65E-01,103471986,ISOC1,isochorismatase,domain,containing,1,,,,,,,,,
ILMN_2055165,0.0042752,2.54E-05,-4.44537516,2.30906,-1.82E-01,440546402,MRFAP1,Morf4,family,associated,protein,1,,,,,,,,
ILMN_1653856,0.0043406,2.65E-05,-4.43432218,2.30818,-3.02E-01,163644319,UBASH3B,ubiquitin,associated,and,SH3,domain,containing,B,,,,,,
ILMN_1670800,0.0038894,2.10E-05,4.49456369,2.3061,1.17E-01,NA,,,,,,,,,,,,,,
ILMN_1670272,0.0044284,2.75E-05,4.42425435,2.30012,2.19E-01,1042779807,LRP10,LDL,receptor,related,protein,10,,,,,,,,
ILMN_1762741,0.0039113,2.13E-05,4.49112487,2.29736,1.30E-01,264681493,GTDC1,glycosyltransferase,like,domain,containing,1,,,,,,,,
ILMN_1741096,0.0043726,2.69E-05,4.4302247,2.29309,3.56E-01,567757577,FDFT1,farnesyl-diphosphate,farnesyltransferase,1,,,,,,,,,,
ILMN_2280731,0.0045325,2.95E-05,-4.40534871,2.2909,-1.31E-01,706715595,METTL23,methyltransferase,like,23,,,,,,,,,,
ILMN_1670420,0.0043406,2.64E-05,4.4349672,2.28658,2.39E-01,111160875,METAP2,methionyl,aminopeptidase,2,,,,,,,,,,
ILMN_2113016,0.0044943,2.83E-05,4.41647977,2.28547,1.66E-01,47078274,GID4,GID,complex,subunit,4,homolog,,,,,,,,
ILMN_1766762,0.004505,2.90E-05,4.41030618,2.28166,2.52E-01,528524489,DYNLRB1,dynein,light,chain,roadblock-type,1,,,,,,,,
ILMN_1751984,0.0045236,2.94E-05,-4.40670115,2.27124,-2.64E-01,332000013,PRKAG1,protein,kinase,AMP-activated,non-catalytic,subunit,gamma,1,,,,,,
ILMN_1744786,0.0038894,2.10E-05,-4.49470104,2.26846,-8.12E-02,145580596,SAGE1,sarcoma,antigen,1,,,,,,,,,,
ILMN_2361570,0.0045014,2.88E-05,4.41237432,2.26712,2.33E-01,751247046,SNX14,sorting,nexin,14,,,,,,,,,,
ILMN_1828721,0.0040657,2.27E-05,-4.47476459,2.26357,-1.09E-01,28363383,,,,,,,,,,,,,,
ILMN_1911950,0.0042411,2.46E-05,-4.45363059,2.24389,-1.25E-01,9771183,,,,,,,,,,,,,,
ILMN_1900875,0.0039846,2.20E-05,-4.48332272,2.22412,-1.15E-01,962025,,,,,,,,,,,,,,
ILMN_1731648,0.0045014,2.88E-05,-4.41198875,2.21737,-2.10E-01,38146114,FOXJ2,forkhead,box,J2,,,,,,,,,,
ILMN_2090782,0.0043406,2.64E-05,4.43495597,2.20914,1.54E-01,284005296,GCSH,glycine,cleavage,system,protein,H,,,,,,,,
ILMN_1746029,0.0043122,2.59E-05,4.44002254,2.20636,1.39E-01,148746219,SPATS2,spermatogenesis,associated,serine,rich,2,,,,,,,,
ILMN_1762549,0.0046648,3.11E-05,-4.3919638,2.2051,-2.66E-01,56676315,ORAOV1,oral,cancer,overexpressed,1,,,,,,,,,
ILMN_1806474,0.0041271,2.34E-05,-4.46699323,2.20456,-1.08E-01,NA,,,,,,,,,,,,,,
ILMN_1773964,0.0046055,3.06E-05,-4.39616757,2.20063,-2.19E-01,238550101,H1FX,H1,histone,family,member,X,,,,,,,,
ILMN_1676842,0.0045592,2.99E-05,-4.4020229,2.19196,-2.11E-01,50345994,BTAF1,B-TFIID,TATA-box,binding,protein,associated,factor,1,,,,,,
ILMN_2407811,0.0048155,3.30E-05,-4.37621914,2.18861,-2.04E-01,53829369,NEURL4,neuralized,E3,ubiquitin,protein,ligase,4,,,,,,,
ILMN_1672120,0.0048155,3.30E-05,-4.37604441,2.18384,-5.99E-01,31341282,KRT73,keratin,73,,,,,,,,,,,
ILMN_2365176,0.0045592,3.00E-05,4.4013102,2.18132,1.63E-01,301500699,ALDH8A1,aldehyde,dehydrogenase,8,family,member,A1,,,,,,,
ILMN_1690802,0.004511,2.92E-05,4.40873713,2.17058,2.83E-01,554506533,TRMT112,tRNA,methyltransferase,2-Nov,homolog,(S.,cerevisiae),,,,,,,
ILMN_1875212,0.0041271,2.35E-05,-4.46588192,2.16987,-1.12E-01,13712085,LINC01076,long,intergenic,non-protein,coding,RNA,1076,,,,,,,
ILMN_1812474,0.0046921,3.16E-05,-4.38717083,2.16588,-1.86E-01,306774085,TFG,TRK-fused,gene,,,,,,,,,,,
ILMN_1749653,0.0042641,2.49E-05,-4.45035327,2.15701,-1.08E-01,296179420,CPXCR1,CPX,chromosome,"region,",candidate,1,,,,,,,,
ILMN_1791097,0.0047819,3.24E-05,-4.38053525,2.14664,-2.79E-01,754167989,RSBN1,round,spermatid,basic,protein,1,,,,,,,,
ILMN_1656902,0.0048155,3.33E-05,-4.37390975,2.14656,-2.29E-01,157738608,HECTD3,HECT,domain,E3,ubiquitin,protein,ligase,3,,,,,,
ILMN_1740759,0.0048476,3.37E-05,-4.37038221,2.14505,-1.63E-01,119220584,MAMDC4,MAM,domain,containing,4,,,,,,,,,
ILMN_1662316,0.0048675,3.46E-05,4.3635693,2.14466,1.78E-01,91206458,VPS33A,"VPS33A,",CORVET/HOPS,core,subunit,,,,,,,,,
ILMN_1752255,0.0045014,2.89E-05,-4.41136041,2.14288,-1.49E-01,NA,,,,,,,,,,,,,,
ILMN_1796830,0.0049031,3.50E-05,4.36018675,2.1368,2.96E-01,NA,,,,,,,,,,,,,,
ILMN_2089616,0.0044943,2.84E-05,4.4160299,2.13324,1.40E-01,124244082,FBXO10,F-box,protein,10,,,,,,,,,,
ILMN_1651878,0.0043122,2.59E-05,4.44030572,2.10635,1.02E-01,111119011,EVC,EvC,ciliary,complex,subunit,1,,,,,,,,
ILMN_1769787,0.0049584,3.57E-05,-4.35519518,2.10342,-2.06E-01,32880228,SELO,selenoprotein,O,,,,,,,,,,,
ILMN_2372136,0.0048675,3.45E-05,-4.36377063,2.09804,-2.49E-01,64085082,P4HTM,prolyl,"4-hydroxylase,",transmembrane,,,,,,,,,,
ILMN_1674934,0.0042752,2.51E-05,4.44796966,2.09473,1.02E-01,4557594,FOXF2,forkhead,box,F2,,,,,,,,,,
ILMN_1767393,0.0042752,2.55E-05,4.44449048,2.08729,1.33E-01,NA,,,,,,,,,,,,,,
ILMN_1750144,0.0048568,3.42E-05,-4.36617381,2.08646,-3.37E-01,108773807,CCDC174,coiled-coil,domain,containing,174,,,,,,,,,
ILMN_1888074,0.0048675,3.46E-05,-4.36327885,2.08381,-1.55E-01,47284836,,,,,,,,,,,,,,
ILMN_1697117,0.0049734,3.62E-05,-4.35148282,2.07766,-1.31E-01,285026518,TBP,TATA-box,binding,protein,,,,,,,,,,
ILMN_1807455,0.0048476,3.39E-05,4.36899081,2.0776,2.68E-01,1016149543,DHRS7,dehydrogenase/reductase,7,,,,,,,,,,,
ILMN_1794965,0.0049584,3.59E-05,-4.35379026,2.0758,-1.81E-01,105990540,ABCA4,ATP,binding,cassette,subfamily,A,member,4,,,,,,
ILMN_1778111,0.0051222,3.78E-05,-4.33989622,2.06633,-3.00E-01,NA,,,,,,,,,,,,,,
ILMN_1812236,0.0048476,3.41E-05,4.36760052,2.04599,2.15E-01,NA,,,,,,,,,,,,,,
ILMN_2054928,0.0046833,3.14E-05,4.38928982,2.03993,2.58E-01,325651935,XPNPEP3,X-prolyl,aminopeptidase,3,,,,,,,,,,
ILMN_1661051,0.004511,2.92E-05,4.40827573,2.0243,1.18E-01,18375679,WBP11,WW,domain,binding,protein,11,,,,,,,,
ILMN_1695899,0.0053231,3.98E-05,4.32594034,2.01989,4.33E-01,NA,,,,,,,,,,,,,,
ILMN_1723494,0.0048476,3.39E-05,4.36891765,2.01827,1.75E-01,300797683,SIRT2,sirtuin,2,,,,,,,,,,,
ILMN_1796743,0.0045993,3.04E-05,-4.39734185,2.01534,-1.43E-01,NA,,,,,,,,,,,,,,
ILMN_1731023,0.0047611,3.22E-05,-4.38249329,2.01273,-1.08E-01,153792538,REPIN1,replication,initiator,1,,,,,,,,,,
ILMN_1756696,0.0053144,3.96E-05,4.32710984,2.0096,3.16E-01,1007384328,USF2,upstream,transcription,factor,"2,",c-fos,interacting,,,,,,,
ILMN_2125675,0.0052575,3.91E-05,4.33071992,2.00068,6.29E-01,119943148,HNRNPA1P33,heterogeneous,nuclear,ribonucleoprotein,A1,pseudogene,33,,,,,,,
ILMN_1725510,0.0053843,4.06E-05,4.32077367,1.99971,2.80E-01,114155130,DHCR24,24-dehydrocholesterol,reductase,,,,,,,,,,,
ILMN_2414007,0.0048476,3.38E-05,4.3692502,1.99116,2.43E-01,310923125,NME2,NME/NM23,nucleoside,diphosphate,kinase,2,,,,,,,,
ILMN_1767837,0.0054082,4.10E-05,4.31806062,1.98942,2.93E-01,209977010,GOLT1B,golgi,transport,1B,,,,,,,,,,
ILMN_2340599,0.0045014,2.86E-05,-4.413814,1.97834,-1.15E-01,55770891,EPHA8,EPH,receptor,A8,,,,,,,,,,
ILMN_1802761,0.0053843,4.07E-05,-4.3199677,1.97177,-1.41E-01,NA,,,,,,,,,,,,,,
ILMN_1696383,0.0054955,4.21E-05,4.31089509,1.96946,2.51E-01,225543171,POP4,POP4,"homolog,",ribonuclease,P/MRP,subunit,,,,,,,,
ILMN_1773561,0.0054951,4.20E-05,4.31163002,1.96795,1.72E-01,403310654,RAP2C,"RAP2C,",member,of,RAS,oncogene,family,,,,,,,
ILMN_2402805,0.0053843,4.04E-05,4.32193957,1.96703,2.92E-01,41872428,TRPC4AP,transient,receptor,potential,cation,channel,subfamily,C,member,4,associated,protein,,
ILMN_2057573,0.0050349,3.69E-05,-4.34596579,1.96213,-3.29E-01,197245447,ESYT2,extended,synaptotagmin,2,,,,,,,,,,
ILMN_1733126,0.0045347,2.96E-05,-4.40438743,1.94811,-1.03E-01,NA,,,,,,,,,,,,,,
ILMN_1798485,0.0051549,3.81E-05,-4.33745766,1.94573,-2.55E-01,87159814,ATP6V1E1,ATPase,H+,transporting,V1,subunit,E1,,,,,,,
ILMN_1890902,0.0048155,3.31E-05,-4.37506916,1.94441,-1.03E-01,10810860,,,,,,,,,,,,,,
ILMN_2205162,0.0049031,3.51E-05,4.35981176,1.93288,1.23E-01,1001624539,ZNF699,zinc,finger,protein,699,,,,,,,,,
ILMN_1906209,0.0045993,3.04E-05,4.3979474,1.9197,1.05E-01,6834513,,,,,,,,,,,,,,
ILMN_2171183,0.0046921,3.16E-05,4.38721978,1.91345,1.67E-01,45827699,MIS18A,MIS18,kinetochore,protein,A,,,,,,,,,
ILMN_1692714,0.0046767,3.12E-05,4.39047358,1.91309,1.39E-01,7019548,TBX21,T-box,21,,,,,,,,,,,
ILMN_1754531,0.005601,4.35E-05,-4.30224071,1.91263,-1.73E-01,355477270,AP4E1,adaptor,related,protein,complex,4,epsilon,1,subunit,,,,,
ILMN_1732296,0.0055754,4.32E-05,-4.30417714,1.90963,-4.69E-01,345199309,ID3,inhibitor,of,DNA,binding,"3,",HLH,protein,,,,,,
ILMN_1800951,0.0054672,4.16E-05,4.31443132,1.90757,2.85E-01,189491746,ATXN1,ataxin,1,,,,,,,,,,,
ILMN_1807379,0.0052132,3.87E-05,4.33371727,1.90576,1.56E-01,13699810,WHSC1L1,Wolf-Hirschhorn,syndrome,candidate,1-like,1,,,,,,,,
ILMN_1743663,0.0056352,4.39E-05,-4.29989967,1.90549,-2.02E-01,116517318,POMT1,protein,O-mannosyltransferase,1,,,,,,,,,,
ILMN_2359029,0.0057197,4.50E-05,4.29301755,1.89505,2.61E-01,116174749,AKIP1,A-kinase,interacting,protein,1,,,,,,,,,
ILMN_2244547,0.0057197,4.49E-05,4.29364678,1.87413,2.80E-01,87298842,ETNK1,ethanolamine,kinase,1,,,,,,,,,,
ILMN_2133784,0.0057606,4.63E-05,4.28564705,1.87096,3.01E-01,221136816,PATE2,prostate,and,testis,expressed,2,,,,,,,,
ILMN_2096604,0.0058973,4.77E-05,-4.27745547,1.85321,-1.71E-01,134254427,FAM192A,family,with,sequence,similarity,192,member,A,,,,,,
ILMN_1687351,0.0057606,4.61E-05,-4.2868473,1.85108,-3.40E-01,304365418,ANKRA2,ankyrin,repeat,family,A,member,2,,,,,,,
ILMN_2322935,0.0057606,4.59E-05,4.28757185,1.84946,2.67E-01,419636326,MAPKAPK5,mitogen-activated,protein,kinase-activated,protein,kinase,5,,,,,,,
ILMN_1699836,0.0048155,3.32E-05,4.37417331,1.83831,1.29E-01,NA,,,,,,,,,,,,,,
ILMN_2070477,0.0048155,3.31E-05,4.37479932,1.83463,1.18E-01,104485445,TAF8,TATA-box,binding,protein,associated,factor,8,,,,,,,
ILMN_1778617,0.0059149,4.86E-05,4.27223839,1.82866,2.80E-01,62865615,AK6,adenylate,kinase,6,,,,,,,,,,
ILMN_1721713,0.0059149,4.86E-05,4.27253832,1.82219,3.02E-01,77812669,EXOSC9,exosome,component,9,,,,,,,,,,
ILMN_1694470,0.0053843,4.07E-05,-4.32007341,1.8199,-1.33E-01,300863131,FOXL2NB,FOXL2,neighbor,,,,,,,,,,,
ILMN_1743619,0.0048476,3.41E-05,4.36745041,1.8087,1.26E-01,215422371,NEDD9,neural,precursor,cell,"expressed,",developmentally,down-regulated,9,,,,,,
ILMN_2402674,0.0058973,4.79E-05,-4.27661384,1.79656,-2.06E-01,24430134,DPM3,dolichyl-phosphate,mannosyltransferase,subunit,3,,,,,,,,,
ILMN_1700076,0.0049459,3.55E-05,-4.35673436,1.79574,-9.49E-02,NA,,,,,,,,,,,,,,
ILMN_1737705,0.0057606,4.61E-05,4.28674501,1.79131,1.76E-01,55749643,UHRF1BP1L,UHRF1,binding,protein,1,like,,,,,,,,
ILMN_1669818,0.0060517,5.13E-05,4.25779359,1.78619,1.76E-01,33413399,ESD,esterase,D,,,,,,,,,,,
ILMN_1660179,0.0049584,3.58E-05,4.35443468,1.78529,1.54E-01,303227921,MATR3,matrin,3,,,,,,,,,,,
ILMN_1704335,0.0054951,4.20E-05,4.31173221,1.78194,1.23E-01,298231193,FXR1,FMR1,autosomal,homolog,1,,,,,,,,,
ILMN_2219556,0.0060517,5.19E-05,4.25481674,1.78162,2.72E-01,52426767,ISCA1,iron-sulfur,cluster,assembly,1,,,,,,,,,
ILMN_1743130,0.0060517,5.10E-05,-4.2592197,1.78152,-2.72E-01,731441383,PTGFRN,prostaglandin,F2,receptor,inhibitor,,,,,,,,,
